state,spending_type,income_level,age_group,total_spendings,date_posted
NY,Hobby,High Income,40 to 50,639,9/12/2013
NY,Food and Restaurent,High Income,<= 30,100,9/12/2013
NY,Food and Restaurent,High Income,30 to 40,122,9/12/2013
NY,Hobby,High Income,30 to 40,156,9/14/2013
NY,Food and Restaurent,High Income,30 to 40,142,9/14/2013
NY,Hobby,High Income,30 to 40,135,9/14/2013
NY,Gamble,High Income,<= 30,0,9/15/2013
NY,Gamble,High Income,<= 30,0,9/15/2013
NY,Hobby,Medium Income,<= 30,1997,9/15/2013
NY,Food and Restaurent,High Income,<= 30,344,9/15/2013
NY,Food and Restaurent,High Income,<= 30,458,9/15/2013
NY,Food and Restaurent,High Income,<= 30,569,9/15/2013
NY,Hobby,High Income,>= 50,927,9/15/2013
NY,Food and Restaurent,High Income,40 to 50,342,9/15/2013
NY,Hobby,High Income,30 to 40,583,9/15/2013
NY,Hobby,High Income,40 to 50,246,9/15/2013
NY,Food and Restaurent,High Income,40 to 50,437,9/16/2013
NY,Gamble,High Income,<= 30,0,9/16/2013
NY,Food and Restaurent,High Income,<= 30,271,9/16/2013
NY,Food and Restaurent,High Income,30 to 40,262,9/16/2013
NY,Food and Restaurent,High Income,<= 30,189,9/16/2013
NY,Food and Restaurent,High Income,<= 30,202,9/16/2013
NY,Hobby,High Income,30 to 40,368,9/16/2013
NY,Hobby,High Income,30 to 40,718,9/16/2013
NY,Food and Restaurent,High Income,30 to 40,518,9/16/2013
NY,Gamble,High Income,30 to 40,229,9/16/2013
NY,Food and Restaurent,High Income,30 to 40,1051,9/17/2013
NY,Entertainment,High Income,<= 30,2370,9/17/2013
NY,Gamble,High Income,<= 30,0,9/19/2013
NY,Education,High Income,40 to 50,345,9/19/2013
NY,Gamble,High Income,<= 30,1531,9/19/2013
NY,Entertainment,High Income,<= 30,492.6,9/19/2013
NY,Entertainment,Medium Income,30 to 40,632,9/19/2013
NY,Gamble,High Income,<= 30,506,9/19/2013
NY,Gamble,High Income,<= 30,563,9/19/2013
NY,Gamble,High Income,<= 30,405,9/19/2013
NY,Hobby,High Income,30 to 40,1656,9/19/2013
NY,Hobby,High Income,40 to 50,92,9/19/2013
NY,Hobby,High Income,<= 30,161.2,9/19/2013
NY,Hobby,High Income,30 to 40,181,9/22/2013
NY,Gamble,High Income,<= 30,0,9/22/2013
NY,Food and Restaurent,High Income,<= 30,168,9/22/2013
NY,Gamble,High Income,<= 30,985,9/22/2013
NY,Gamble,High Income,<= 30,0,9/22/2013
NY,Gamble,High Income,30 to 40,1058,9/22/2013
NY,Gamble,High Income,<= 30,0,9/22/2013
NY,Food and Restaurent,High Income,30 to 40,592,9/22/2013
NY,Hobby,High Income,<= 30,0,9/22/2013
NY,Food and Restaurent,High Income,40 to 50,152,9/22/2013
NY,Food and Restaurent,High Income,40 to 50,56,9/22/2013
NY,Hobby,High Income,40 to 50,549,9/22/2013
NY,Food and Restaurent,High Income,30 to 40,319,9/22/2013
NY,Hobby,High Income,30 to 40,598,9/22/2013
NY,Food and Restaurent,High Income,<= 30,288,9/22/2013
NY,Entertainment,High Income,<= 30,286,9/22/2013
NY,Gamble,High Income,30 to 40,501,9/23/2013
NY,Food and Restaurent,High Income,30 to 40,224,9/23/2013
NY,Gamble,High Income,<= 30,0,9/23/2013
NY,Gamble,High Income,<= 30,1602,9/23/2013
NY,Gamble,High Income,<= 30,483,9/24/2013
NY,Hobby,High Income,30 to 40,1820,9/24/2013
NY,Gamble,High Income,<= 30,121,9/25/2013
NY,Food and Restaurent,High Income,<= 30,121,9/25/2013
NY,Food and Restaurent,High Income,40 to 50,334,9/25/2013
NY,Gamble,High Income,<= 30,177,9/25/2013
NY,Entertainment,High Income,<= 30,299,9/25/2013
NY,Entertainment,High Income,30 to 40,837,9/25/2013
NY,Gamble,High Income,<= 30,0,9/26/2013
NY,Gamble,High Income,<= 30,0,9/26/2013
NY,Gamble,High Income,<= 30,0,9/26/2013
NY,Gamble,High Income,30 to 40,201,9/29/2013
NY,Gamble,High Income,30 to 40,6524,9/29/2013
NY,Hobby,High Income,30 to 40,162,9/29/2013
NY,Gamble,High Income,<= 30,0,9/29/2013
NY,Food and Restaurent,High Income,30 to 40,477.65,9/29/2013
NY,Gamble,Low Income,>= 50,2652.9,9/29/2013
NY,Food and Restaurent,High Income,<= 30,437.94,9/29/2013
NY,Gamble,High Income,<= 30,265,9/29/2013
NY,Gamble,High Income,40 to 50,1388,9/30/2013
NY,Hobby,High Income,30 to 40,75,9/30/2013
NY,Food and Restaurent,High Income,30 to 40,272,9/30/2013
NY,Gamble,High Income,<= 30,531,9/30/2013
NY,Gamble,High Income,<= 30,0,10/1/2013
NY,Gamble,High Income,<= 30,0,10/1/2013
NY,Hobby,High Income,<= 30,84,10/1/2013
NY,Food and Restaurent,High Income,<= 30,191,10/1/2013
NY,Gamble,High Income,<= 30,495,10/1/2013
NY,Hobby,High Income,40 to 50,282,10/1/2013
NY,Hobby,High Income,30 to 40,283,10/1/2013
NY,Food and Restaurent,High Income,30 to 40,295,10/1/2013
NY,Gamble,High Income,30 to 40,339,10/2/2013
NY,Food and Restaurent,High Income,40 to 50,544,10/2/2013
NY,Gamble,High Income,40 to 50,789,10/2/2013
NY,Gamble,High Income,<= 30,0,10/2/2013
NY,Food and Restaurent,High Income,40 to 50,147,10/2/2013
NY,Food and Restaurent,High Income,40 to 50,341,10/3/2013
NY,Gamble,High Income,40 to 50,272,10/3/2013
NY,Hobby,High Income,40 to 50,94,10/3/2013
NY,Gamble,High Income,<= 30,399,10/3/2013
NY,Food and Restaurent,High Income,30 to 40,205,10/6/2013
NY,Gamble,High Income,>= 50,248,10/7/2013
NY,Food and Restaurent,High Income,40 to 50,637,10/7/2013
NY,Hobby,High Income,30 to 40,574,10/7/2013
NY,Entertainment,High Income,30 to 40,481,10/8/2013
NY,Entertainment,High Income,40 to 50,417,10/8/2013
NY,Food and Restaurent,High Income,30 to 40,206,10/8/2013
NY,Entertainment,High Income,40 to 50,417,10/8/2013
NY,Entertainment,High Income,40 to 50,417,10/8/2013
NY,Entertainment,High Income,40 to 50,417,10/9/2013
NY,Entertainment,High Income,40 to 50,417,10/9/2013
NY,Food and Restaurent,High Income,>= 50,1506,10/9/2013
NY,Entertainment,High Income,<= 30,321,10/9/2013
NY,Hobby,High Income,40 to 50,538,10/9/2013
NY,Gamble,High Income,<= 30,307,10/9/2013
NY,Food and Restaurent,High Income,<= 30,888,10/9/2013
NY,Food and Restaurent,High Income,30 to 40,56,10/9/2013
NY,Education,High Income,<= 30,861,10/9/2013
NY,Vacation,High Income,<= 30,888888,10/9/2013
NY,Food and Restaurent,High Income,40 to 50,309,10/9/2013
NY,Food and Restaurent,High Income,<= 30,4804.5,10/10/2013
NY,Food and Restaurent,High Income,30 to 40,331,10/10/2013
NY,Gamble,High Income,30 to 40,270,10/10/2013
NY,Food and Restaurent,High Income,30 to 40,141,10/10/2013
NY,Vacation,High Income,<= 30,23456,10/10/2013
NY,Entertainment,High Income,40 to 50,443,10/10/2013
NY,Gamble,High Income,<= 30,0,10/10/2013
NY,Food and Restaurent,High Income,<= 30,1207,10/10/2013
NY,Hobby,High Income,30 to 40,270,10/10/2013
NY,Entertainment,High Income,<= 30,248,10/10/2013
NY,Entertainment,High Income,40 to 50,389,10/14/2013
NY,Food and Restaurent,High Income,<= 30,194,10/14/2013
NY,Gamble,High Income,<= 30,0,10/14/2013
NY,Food and Restaurent,High Income,30 to 40,633,10/14/2013
NY,Gamble,High Income,30 to 40,244778,10/14/2013
NY,Food and Restaurent,High Income,<= 30,336,10/15/2013
NY,Food and Restaurent,High Income,30 to 40,1109,10/15/2013
NY,Food and Restaurent,High Income,30 to 40,157,10/15/2013
NY,Hobby,High Income,<= 30,326,10/15/2013
NY,Food and Restaurent,High Income,<= 30,225,10/15/2013
NY,Entertainment,High Income,<= 30,216,10/16/2013
NY,Hobby,High Income,<= 30,148,10/17/2013
NY,Entertainment,High Income,40 to 50,484,10/17/2013
NY,Food and Restaurent,High Income,<= 30,768,10/17/2013
NY,Gamble,High Income,<= 30,0,10/17/2013
NY,Entertainment,High Income,30 to 40,468,10/17/2013
NY,Food and Restaurent,High Income,30 to 40,954,10/17/2013
NY,Hobby,High Income,30 to 40,1262,10/17/2013
NY,Gamble,High Income,<= 30,0,10/17/2013
NY,Food and Restaurent,High Income,40 to 50,480,10/17/2013
NY,Gamble,High Income,40 to 50,2997,10/19/2013
NY,Hobby,Low Income,>= 50,423,10/19/2013
NY,Gamble,High Income,<= 30,0,10/19/2013
NY,Gamble,High Income,<= 30,0,10/19/2013
NY,Entertainment,High Income,<= 30,483,10/20/2013
NY,Food and Restaurent,High Income,>= 50,1587,10/20/2013
NY,Food and Restaurent,High Income,30 to 40,885,10/20/2013
NY,Education,High Income,30 to 40,154,10/20/2013
NY,Food and Restaurent,High Income,30 to 40,84,10/20/2013
NY,Entertainment,High Income,30 to 40,180,10/21/2013
NY,Food and Restaurent,High Income,>= 50,395,10/21/2013
NY,Food and Restaurent,High Income,30 to 40,0,10/21/2013
NY,Entertainment,High Income,30 to 40,492,10/21/2013
NY,Gamble,High Income,<= 30,0,10/22/2013
NY,Food and Restaurent,High Income,40 to 50,176,10/22/2013
NY,Food and Restaurent,High Income,>= 50,5852,10/22/2013
NY,Food and Restaurent,High Income,30 to 40,432.77,10/23/2013
NY,Food and Restaurent,High Income,30 to 40,216,10/23/2013
NY,Food and Restaurent,High Income,30 to 40,557,10/23/2013
NY,Gamble,High Income,<= 30,0,10/23/2013
NY,Food and Restaurent,High Income,30 to 40,382,10/24/2013
NY,Food and Restaurent,High Income,<= 30,545,10/24/2013
NY,Entertainment,High Income,30 to 40,822,10/24/2013
NY,Hobby,High Income,30 to 40,589,10/24/2013
NY,Food and Restaurent,High Income,<= 30,239,10/24/2013
NY,Food and Restaurent,High Income,<= 30,338,10/24/2013
NY,Education,High Income,40 to 50,2412,10/24/2013
NY,Food and Restaurent,High Income,30 to 40,357,10/24/2013
NY,Entertainment,High Income,30 to 40,378,10/24/2013
NY,Food and Restaurent,High Income,<= 30,356,10/24/2013
NY,Food and Restaurent,High Income,40 to 50,353,10/27/2013
NY,Food and Restaurent,High Income,<= 30,221,10/27/2013
NY,Food and Restaurent,High Income,<= 30,192,10/27/2013
NY,Entertainment,High Income,<= 30,1566,10/27/2013
NY,Food and Restaurent,High Income,<= 30,435,10/27/2013
NY,Entertainment,High Income,<= 30,236,10/27/2013
NY,Gamble,High Income,30 to 40,0,10/27/2013
NY,Food and Restaurent,High Income,30 to 40,538,10/27/2013
NY,Gamble,High Income,<= 30,0,10/28/2013
NY,Entertainment,High Income,<= 30,675,10/28/2013
NY,Hobby,High Income,<= 30,576,10/28/2013
NY,Food and Restaurent,High Income,<= 30,1140,10/28/2013
NY,Entertainment,High Income,30 to 40,366,10/28/2013
NY,Entertainment,High Income,30 to 40,387,10/28/2013
NY,Hobby,High Income,30 to 40,407,10/29/2013
NY,Gamble,High Income,<= 30,0,10/29/2013
NY,Hobby,High Income,>= 50,426,10/29/2013
NY,Gamble,High Income,<= 30,0,10/30/2013
NY,Hobby,High Income,40 to 50,369,10/30/2013
NY,Food and Restaurent,High Income,30 to 40,283,10/30/2013
NY,Gamble,High Income,<= 30,0,10/30/2013
NY,Food and Restaurent,High Income,30 to 40,64,10/31/2013
NY,Hobby,High Income,30 to 40,203,11/3/2013
NY,Entertainment,High Income,<= 30,515,11/3/2013
NY,Food and Restaurent,High Income,30 to 40,213,11/3/2013
NY,Hobby,High Income,40 to 50,342,11/3/2013
NY,Hobby,High Income,40 to 50,954,11/3/2013
NY,Food and Restaurent,High Income,<= 30,238,11/3/2013
NY,Hobby,High Income,<= 30,355,11/3/2013
NY,Hobby,High Income,<= 30,356,11/3/2013
NY,Food and Restaurent,High Income,40 to 50,189,11/3/2013
NY,Hobby,High Income,30 to 40,2278,11/3/2013
NY,Food and Restaurent,High Income,30 to 40,597.39,11/3/2013
NY,Entertainment,High Income,<= 30,373,11/3/2013
NY,Food and Restaurent,High Income,<= 30,277,11/3/2013
NY,Food and Restaurent,High Income,<= 30,201,11/4/2013
NY,Education,High Income,30 to 40,3445,11/5/2013
NY,Hobby,High Income,40 to 50,347,11/5/2013
NY,Hobby,High Income,30 to 40,1223,11/6/2013
NY,Entertainment,High Income,30 to 40,515,11/6/2013
NY,Food and Restaurent,High Income,30 to 40,209,11/7/2013
NY,Entertainment,High Income,40 to 50,434,11/7/2013
NY,Hobby,High Income,30 to 40,501,11/7/2013
NY,Education,High Income,30 to 40,425,11/7/2013
NY,Entertainment,High Income,30 to 40,166,11/7/2013
NY,Food and Restaurent,High Income,30 to 40,345,11/7/2013
NY,Hobby,High Income,30 to 40,606,11/7/2013
NY,Entertainment,High Income,30 to 40,527,11/7/2013
NY,Entertainment,High Income,<= 30,272,11/7/2013
NY,Entertainment,High Income,<= 30,272,11/7/2013
NY,Food and Restaurent,High Income,40 to 50,108,11/7/2013
NY,Entertainment,High Income,>= 50,538,11/7/2013
NY,Food and Restaurent,High Income,30 to 40,317,11/10/2013
NY,Food and Restaurent,High Income,40 to 50,557,11/10/2013
NY,Food and Restaurent,High Income,30 to 40,364,11/10/2013
NY,Entertainment,High Income,40 to 50,667,11/11/2013
NY,Entertainment,High Income,30 to 40,476,11/12/2013
NY,Hobby,High Income,40 to 50,948,11/12/2013
NY,Food and Restaurent,High Income,40 to 50,303,11/12/2013
NY,Food and Restaurent,High Income,<= 30,482,11/13/2013
NY,Entertainment,High Income,<= 30,366,11/14/2013
NY,Hobby,High Income,<= 30,959,11/14/2013
NY,Entertainment,High Income,>= 50,658,11/14/2013
NY,Food and Restaurent,High Income,<= 30,262,11/14/2013
NY,Hobby,High Income,<= 30,546,11/14/2013
NY,Food and Restaurent,High Income,30 to 40,102,11/14/2013
NY,Food and Restaurent,High Income,<= 30,326,11/14/2013
NY,Entertainment,High Income,40 to 50,0,11/14/2013
NY,Hobby,High Income,<= 30,481,11/14/2013
NY,Gamble,High Income,<= 30,0,11/17/2013
NY,Entertainment,High Income,30 to 40,269,11/17/2013
NY,Food and Restaurent,High Income,30 to 40,100,11/17/2013
NY,Food and Restaurent,High Income,<= 30,202,11/17/2013
NY,Hobby,High Income,30 to 40,759,11/17/2013
NY,Food and Restaurent,High Income,30 to 40,259,11/17/2013
NY,Hobby,High Income,<= 30,567,11/18/2013
NY,Entertainment,High Income,<= 30,1213,11/18/2013
NY,Hobby,High Income,<= 30,439,11/18/2013
NY,Hobby,High Income,<= 30,538,11/18/2013
NY,Food and Restaurent,High Income,<= 30,259,11/18/2013
NY,Entertainment,High Income,<= 30,180,11/18/2013
NY,Entertainment,High Income,<= 30,174,11/19/2013
NY,Entertainment,High Income,<= 30,152,11/19/2013
NY,Entertainment,High Income,<= 30,142,11/20/2013
NY,Food and Restaurent,High Income,<= 30,1440,11/20/2013
NY,Hobby,High Income,>= 50,822,11/20/2013
NY,Food and Restaurent,High Income,40 to 50,94,11/20/2013
NY,Hobby,High Income,<= 30,596,11/20/2013
NY,Entertainment,High Income,<= 30,654,11/21/2013
NY,Entertainment,High Income,<= 30,414,11/21/2013
NY,Hobby,High Income,30 to 40,190,11/21/2013
NY,Food and Restaurent,High Income,<= 30,700,11/21/2013
NY,Hobby,High Income,<= 30,260,11/21/2013
NY,Entertainment,High Income,<= 30,216,11/21/2013
NY,Hobby,High Income,30 to 40,354,11/21/2013
NY,Hobby,High Income,30 to 40,422,11/24/2013
NY,Hobby,High Income,30 to 40,335,11/24/2013
NY,Gamble,High Income,<= 30,0,11/24/2013
NY,Gamble,High Income,<= 30,0,11/24/2013
NY,Food and Restaurent,High Income,<= 30,531,11/24/2013
NY,Hobby,High Income,30 to 40,407,11/25/2013
NY,Food and Restaurent,High Income,<= 30,2290,11/25/2013
NY,Food and Restaurent,High Income,30 to 40,489,11/26/2013
NY,Hobby,High Income,30 to 40,140,11/28/2013
NY,Food and Restaurent,High Income,<= 30,267,11/28/2013
NY,Gamble,High Income,<= 30,0,11/28/2013
NY,Food and Restaurent,High Income,30 to 40,78,11/28/2013
NY,Gamble,High Income,30 to 40,201,11/28/2013
NY,Hobby,High Income,30 to 40,171,11/28/2013
NY,Food and Restaurent,High Income,30 to 40,143,11/28/2013
NY,Food and Restaurent,High Income,30 to 40,145,11/28/2013
NY,Food and Restaurent,Low Income,>= 50,785,11/28/2013
NY,Hobby,High Income,<= 30,172,11/30/2013
NY,Gamble,High Income,<= 30,0,11/30/2013
NY,Food and Restaurent,High Income,<= 30,381,12/1/2013
NY,Food and Restaurent,High Income,30 to 40,1315,12/1/2013
NY,Hobby,Low Income,>= 50,1007,12/1/2013
NY,Gamble,High Income,30 to 40,365,12/2/2013
NY,Food and Restaurent,High Income,>= 50,340.66,12/3/2013
NY,Food and Restaurent,High Income,>= 50,5557,12/4/2013
NY,Hobby,High Income,<= 30,185,12/5/2013
NY,Gamble,High Income,30 to 40,118,12/5/2013
NY,Food and Restaurent,High Income,40 to 50,659,12/8/2013
NY,Food and Restaurent,High Income,<= 30,724,12/8/2013
NY,Hobby,High Income,<= 30,220,12/8/2013
NY,Hobby,High Income,30 to 40,608,12/8/2013
NY,Food and Restaurent,High Income,>= 50,930,12/8/2013
NY,Food and Restaurent,High Income,30 to 40,163,12/8/2013
NY,Gamble,High Income,<= 30,202,12/8/2013
NY,Food and Restaurent,High Income,40 to 50,94,12/8/2013
NY,Food and Restaurent,High Income,30 to 40,162,12/8/2013
NY,Hobby,High Income,<= 30,204,12/8/2013
NY,Hobby,High Income,<= 30,87,12/9/2013
NY,Gamble,High Income,<= 30,0,12/9/2013
NY,Hobby,High Income,<= 30,1029,12/9/2013
NY,Hobby,High Income,<= 30,103,12/11/2013
NY,Education,High Income,30 to 40,150,12/11/2013
NY,Food and Restaurent,High Income,30 to 40,328,12/11/2013
NY,Gamble,High Income,<= 30,0,12/11/2013
NY,Entertainment,High Income,<= 30,307,12/12/2013
NY,Entertainment,High Income,30 to 40,107,12/12/2013
NY,Food and Restaurent,High Income,30 to 40,168,12/12/2013
NY,Gamble,Medium Income,<= 30,0,12/12/2013
NY,Hobby,High Income,>= 50,808,12/12/2013
NY,Education,High Income,30 to 40,260,12/12/2013
NY,Gamble,High Income,<= 30,2228,12/12/2013
NY,Food and Restaurent,High Income,<= 30,237,12/12/2013
NY,Food and Restaurent,High Income,40 to 50,92,12/12/2013
NY,Gamble,High Income,<= 30,0,12/12/2013
NY,Food and Restaurent,High Income,<= 30,295,12/12/2013
NY,Entertainment,High Income,30 to 40,1369,12/12/2013
NY,Hobby,High Income,30 to 40,2532,12/12/2013
NY,Hobby,Low Income,40 to 50,1877,12/15/2013
NY,Gamble,High Income,<= 30,0,12/15/2013
NY,Gamble,High Income,<= 30,367,12/16/2013
NY,Entertainment,High Income,<= 30,193,12/16/2013
NY,Entertainment,High Income,<= 30,577,12/16/2013
NY,Hobby,High Income,<= 30,539,12/16/2013
NY,Food and Restaurent,High Income,>= 50,628,12/16/2013
NY,Entertainment,High Income,30 to 40,1755.16,12/16/2013
NY,Gamble,High Income,<= 30,0,12/16/2013
NY,Hobby,High Income,40 to 50,233,12/17/2013
NY,Hobby,High Income,40 to 50,254,12/17/2013
NY,Hobby,High Income,30 to 40,393,12/17/2013
NY,Entertainment,High Income,30 to 40,968,12/17/2013
NY,Hobby,High Income,30 to 40,240,12/17/2013
NY,Hobby,High Income,30 to 40,425,12/18/2013
NY,Food and Restaurent,High Income,30 to 40,202,12/18/2013
NY,Hobby,High Income,30 to 40,100,12/18/2013
NY,Gamble,High Income,<= 30,0,12/18/2013
NY,Food and Restaurent,High Income,30 to 40,209,12/18/2013
NY,Hobby,High Income,40 to 50,212,12/19/2013
NY,Food and Restaurent,High Income,40 to 50,221,12/19/2013
NY,Food and Restaurent,High Income,40 to 50,319,12/19/2013
NY,Food and Restaurent,High Income,40 to 50,251,12/19/2013
NY,Entertainment,High Income,30 to 40,2469,12/19/2013
NY,Food and Restaurent,High Income,30 to 40,153,12/22/2013
NY,Food and Restaurent,High Income,40 to 50,3558,12/23/2013
NY,Hobby,High Income,30 to 40,343,12/23/2013
NY,Entertainment,High Income,<= 30,178,12/23/2013
NY,Food and Restaurent,High Income,<= 30,129,12/23/2013
NY,Gamble,High Income,<= 30,0,12/27/2013
NY,Gamble,High Income,<= 30,0,12/27/2013
NY,Hobby,High Income,<= 30,285,12/27/2013
NY,Gamble,High Income,<= 30,0,12/27/2013
NY,Entertainment,High Income,40 to 50,659,12/29/2013
NY,Food and Restaurent,High Income,40 to 50,354,12/29/2013
NY,Hobby,High Income,30 to 40,139,12/29/2013
NY,Gamble,High Income,<= 30,0,12/29/2013
NY,Food and Restaurent,High Income,<= 30,133,12/29/2013
NY,Hobby,High Income,<= 30,180,12/29/2013
NY,Hobby,High Income,<= 30,66,12/29/2013
NY,Entertainment,High Income,<= 30,207,12/29/2013
NY,Gamble,High Income,<= 30,0,12/29/2013
NY,Food and Restaurent,High Income,40 to 50,702,12/29/2013
NY,Hobby,High Income,30 to 40,294,12/29/2013
NY,Hobby,High Income,30 to 40,243,12/29/2013
NY,Gamble,High Income,<= 30,0,12/29/2013
NY,Hobby,High Income,30 to 40,250,12/29/2013
NY,Food and Restaurent,High Income,30 to 40,205,12/29/2013
NY,Food and Restaurent,High Income,30 to 40,225,12/29/2013
NY,Food and Restaurent,High Income,30 to 40,128,12/29/2013
NY,Food and Restaurent,High Income,<= 30,150,12/29/2013
NY,Food and Restaurent,High Income,30 to 40,90,12/29/2013
NY,Food and Restaurent,High Income,<= 30,201,12/30/2013
NY,Entertainment,High Income,30 to 40,425,12/30/2013
NY,Entertainment,High Income,40 to 50,344,12/30/2013
NY,Food and Restaurent,High Income,<= 30,231,12/31/2013
NY,Entertainment,High Income,30 to 40,404,12/31/2013
NY,Food and Restaurent,High Income,30 to 40,106,12/31/2013
NY,Food and Restaurent,High Income,30 to 40,80,12/31/2013
NY,Food and Restaurent,High Income,30 to 40,99,12/31/2013
NY,Hobby,High Income,30 to 40,388,12/31/2013
NY,Food and Restaurent,High Income,30 to 40,187,12/31/2013
NY,Entertainment,High Income,30 to 40,205,12/31/2013
NY,Gamble,High Income,<= 30,0,1/2/2014
NY,Gamble,High Income,<= 30,0,1/2/2014
NY,Entertainment,High Income,>= 50,399,1/2/2014
NY,Gamble,High Income,>= 50,0,1/2/2014
NY,Food and Restaurent,High Income,<= 30,771,1/2/2014
NY,Food and Restaurent,High Income,40 to 50,91,1/2/2014
NY,Entertainment,High Income,>= 50,360,1/2/2014
NY,Food and Restaurent,High Income,30 to 40,288,1/2/2014
NY,Entertainment,High Income,30 to 40,855,1/2/2014
NY,Gamble,High Income,<= 30,0,1/2/2014
NY,Hobby,High Income,>= 50,538,1/2/2014
NY,Hobby,High Income,30 to 40,179,1/3/2014
NY,Hobby,High Income,30 to 40,241,1/3/2014
NY,Hobby,High Income,<= 30,369,1/3/2014
NY,Gamble,High Income,<= 30,558.82,1/3/2014
NY,Entertainment,High Income,<= 30,142,1/3/2014
NY,Food and Restaurent,High Income,<= 30,249,1/3/2014
NY,Entertainment,High Income,40 to 50,0,1/3/2014
NY,Food and Restaurent,High Income,40 to 50,497,1/3/2014
NY,Hobby,High Income,30 to 40,499,1/3/2014
NY,Hobby,High Income,<= 30,133,1/3/2014
NY,Entertainment,High Income,30 to 40,166,1/3/2014
NY,Food and Restaurent,High Income,30 to 40,502,1/3/2014
NY,Hobby,High Income,<= 30,308,1/3/2014
NY,Hobby,High Income,40 to 50,781,1/4/2014
NY,Gamble,High Income,<= 30,0,1/4/2014
NY,Gamble,High Income,<= 30,0,1/4/2014
NY,Gamble,High Income,<= 30,0,1/4/2014
NY,Food and Restaurent,High Income,40 to 50,366,1/4/2014
NY,Food and Restaurent,High Income,30 to 40,263,1/4/2014
NY,Food and Restaurent,High Income,>= 50,243,1/4/2014
NY,Food and Restaurent,High Income,>= 50,549,1/4/2014
NY,Food and Restaurent,High Income,30 to 40,115,1/4/2014
NY,Entertainment,High Income,30 to 40,720,1/5/2014
NY,Food and Restaurent,High Income,40 to 50,355,1/5/2014
NY,Food and Restaurent,High Income,<= 30,336,1/5/2014
NY,Food and Restaurent,High Income,30 to 40,270,1/5/2014
NY,Entertainment,High Income,30 to 40,1188,1/5/2014
NY,Food and Restaurent,High Income,<= 30,385,1/5/2014
NY,Food and Restaurent,High Income,30 to 40,1073,1/6/2014
NY,Food and Restaurent,High Income,30 to 40,923,1/6/2014
NY,Food and Restaurent,High Income,40 to 50,663,1/6/2014
NY,Education,High Income,>= 50,1292,1/6/2014
NY,Food and Restaurent,High Income,<= 30,205,1/6/2014
NY,Entertainment,High Income,>= 50,500,1/6/2014
NY,Entertainment,High Income,40 to 50,3369.05,1/6/2014
NY,Food and Restaurent,High Income,30 to 40,498,1/6/2014
NY,Gamble,High Income,40 to 50,278,1/6/2014
NY,Hobby,High Income,<= 30,250,1/6/2014
NY,Food and Restaurent,High Income,30 to 40,233,1/6/2014
NY,Gamble,High Income,<= 30,0,1/6/2014
NY,Entertainment,High Income,<= 30,271,1/6/2014
NY,Entertainment,High Income,<= 30,2262,1/6/2014
NY,Entertainment,High Income,30 to 40,270,1/6/2014
NY,Gamble,High Income,30 to 40,113,1/6/2014
NY,Entertainment,High Income,>= 50,3689,1/6/2014
NY,Entertainment,High Income,>= 50,765,1/6/2014
NY,Entertainment,High Income,40 to 50,2606,1/7/2014
NY,Food and Restaurent,High Income,<= 30,95,1/7/2014
NY,Education,High Income,40 to 50,1745,1/7/2014
NY,Food and Restaurent,High Income,30 to 40,246,1/7/2014
NY,Hobby,High Income,30 to 40,242,1/7/2014
NY,Food and Restaurent,High Income,40 to 50,479,1/7/2014
NY,Entertainment,High Income,<= 30,244,1/7/2014
NY,Food and Restaurent,High Income,30 to 40,229,1/7/2014
NY,Food and Restaurent,High Income,40 to 50,4722,1/7/2014
NY,Education,High Income,30 to 40,366,1/7/2014
NY,Gamble,High Income,<= 30,0,1/7/2014
NY,Food and Restaurent,High Income,30 to 40,840,1/7/2014
NY,Entertainment,High Income,<= 30,565,1/7/2014
NY,Entertainment,High Income,30 to 40,485,1/7/2014
NY,Food and Restaurent,High Income,30 to 40,1017,1/8/2014
NY,Education,High Income,>= 50,201,1/8/2014
NY,Entertainment,High Income,30 to 40,866,1/8/2014
NY,Entertainment,High Income,30 to 40,329,1/8/2014
NY,Entertainment,High Income,<= 30,339,1/8/2014
NY,Hobby,High Income,40 to 50,702,1/8/2014
NY,Hobby,High Income,40 to 50,413,1/8/2014
NY,Entertainment,Low Income,>= 50,1366,1/8/2014
NY,Entertainment,High Income,40 to 50,189,1/8/2014
NY,Gamble,High Income,<= 30,0,1/8/2014
NY,Food and Restaurent,High Income,<= 30,440,1/8/2014
NY,Food and Restaurent,High Income,<= 30,129,1/8/2014
NY,Food and Restaurent,High Income,30 to 40,213,1/8/2014
NY,Hobby,High Income,30 to 40,3432.84,1/8/2014
NY,Food and Restaurent,High Income,>= 50,462,1/9/2014
NY,Food and Restaurent,High Income,>= 50,404,1/9/2014
NY,Entertainment,High Income,<= 30,358,1/9/2014
NY,Gamble,High Income,<= 30,0,1/9/2014
NY,Entertainment,High Income,30 to 40,496,1/9/2014
NY,Hobby,High Income,<= 30,277,1/9/2014
NY,Hobby,High Income,<= 30,706,1/9/2014
NY,Hobby,High Income,<= 30,0,1/9/2014
NY,Food and Restaurent,High Income,<= 30,429,1/10/2014
NY,Hobby,High Income,30 to 40,198,1/10/2014
NY,Gamble,High Income,<= 30,0,1/10/2014
NY,Food and Restaurent,High Income,<= 30,365,1/10/2014
NY,Hobby,High Income,30 to 40,688,1/10/2014
NY,Food and Restaurent,High Income,40 to 50,1490,1/10/2014
